date,province,case_cumulative,death_cumulative
2020-07-09,Kalimantan Selatan,3926,209
2020-07-09,Kalimantan Utara,214,2
2020-07-09,Kepulauan Riau,321,16
2020-07-09,Nusa Tenggara Barat,1444,72
2020-07-09,Sumatera Selatan,2475,114
2020-07-09,Sumatera Barat,785,32
2020-07-09,Sulawesi Utara,1468,95
2020-07-09,Sumatera Utara,2085,114
2020-07-09,Sulawesi Tenggara,500,9
2020-07-09,Sulawesi Selatan,6488,209
2020-07-09,Sulawesi Tengah,193,6
2020-07-09,Lampung,203,12
2020-07-09,Riau,238,11
2020-07-09,Maluku Utara,1077,34
2020-07-09,Maluku,845,17
2020-07-09,Papua Barat,272,4
2020-07-09,Papua,2101,20
2020-07-09,Sulawesi Barat,130,2
2020-07-09,Nusa Tenggara Timur,121,1
2020-07-09,Gorontalo,286,16
2020-07-09,Lain,2,0
2020-07-10,Aceh,90,3
2020-07-10,Bali,2110,26
2020-07-10,Banten,1573,81
2020-07-10,Kepulauan Bangka Belitung,171,2
2020-07-10,Bengkulu,158,14
2020-07-10,Daerah Istimewa Yogyakarta,364,9
2020-07-10,DKI Jakarta,13739,671
2020-07-10,Jambi,122,1
2020-07-10,Jawa Barat,4951,186
2020-07-10,Jawa Tengah,5303,235
2020-07-10,Jawa Timur,15730,1152
2020-07-10,Kalimantan Barat,347,4
2020-07-10,Kalimantan Timur,642,12
2020-07-10,Kalimantan Tengah,1131,65
2020-07-10,Kalimantan Selatan,3990,211
2020-07-10,Kalimantan Utara,214,2
2020-07-10,Kepulauan Riau,321,16
2020-07-10,Nusa Tenggara Barat,1480,74
2020-07-10,Sumatera Selatan,2568,119
2020-07-10,Sumatera Barat,791,32
2020-07-10,Sulawesi Utara,1570,97
2020-07-10,Sumatera Utara,2197,115
2020-07-10,Sulawesi Tenggara,507,9
2020-07-10,Sulawesi Selatan,6620,209
2020-07-10,Sulawesi Tengah,193,6
2020-07-10,Lampung,205,12
2020-07-10,Riau,238,11
2020-07-10,Maluku Utara,1101,34
2020-07-10,Maluku,858,17
2020-07-10,Papua Barat,276,4
2020-07-10,Papua,2181,20
2020-07-10,Sulawesi Barat,135,2
2020-07-10,Nusa Tenggara Timur,121,1
2020-07-10,Gorontalo,316,17
2020-07-10,Lain,34,0
2020-07-11,Aceh,99,3
2020-07-11,Bali,2147,27
2020-07-11,Banten,1581,81
2020-07-11,Kepulauan Bangka Belitung,172,2
2020-07-11,Bengkulu,162,16
2020-07-11,Daerah Istimewa Yogyakarta,370,9
2020-07-11,DKI Jakarta,14113,681
2020-07-11,Jambi,122,1
2020-07-11,Jawa Barat,5027,186
2020-07-11,Jawa Tengah,5403,235
2020-07-11,Jawa Timur,16140,1188
2020-07-11,Kalimantan Barat,347,4
2020-07-11,Kalimantan Timur,673,12
2020-07-11,Kalimantan Tengah,1157,65
2020-07-11,Kalimantan Selatan,4069,211
2020-07-11,Kalimantan Utara,214,2
2020-07-11,Kepulauan Riau,327,16
2020-07-11,Nusa Tenggara Barat,1520,74
2020-07-11,Sumatera Selatan,2604,121
2020-07-11,Sumatera Barat,794,32
2020-07-11,Sulawesi Utara,1637,100
2020-07-11,Sumatera Utara,2284,119
2020-07-11,Sulawesi Tenggara,509,9
2020-07-11,Sulawesi Selatan,6800,217
2020-07-11,Sulawesi Tengah,193,6
2020-07-11,Lampung,205,12
2020-07-11,Riau,239,11
2020-07-11,Maluku Utara,1122,34
2020-07-11,Maluku,864,17
2020-07-11,Papua Barat,282,4
2020-07-11,Papua,2204,20
2020-07-11,Sulawesi Barat,138,2
2020-07-11,Nusa Tenggara Timur,121,1
2020-07-11,Gorontalo,345,17
2020-07-11,Lain,34,0
2020-07-12,Aceh,106,4
2020-07-12,Bali,2195,27
2020-07-12,Banten,1593,81
2020-07-12,Kepulauan Bangka Belitung,172,2
2020-07-12,Bengkulu,163,16
2020-07-12,Daerah Istimewa Yogyakarta,371,9
2020-07-12,DKI Jakarta,14517,691
2020-07-12,Jambi,122,1
2020-07-12,Jawa Barat,5077,186
2020-07-12,Jawa Tengah,5473,240
2020-07-12,Jawa Timur,16658,1208
2020-07-12,Kalimantan Barat,350,4
2020-07-12,Kalimantan Timur,690,16
2020-07-12,Kalimantan Tengah,1196,65
2020-07-12,Kalimantan Selatan,4146,216
2020-07-12,Kalimantan Utara,214,2
2020-07-12,Kepulauan Riau,332,16
2020-07-12,Nusa Tenggara Barat,1550,77
2020-07-12,Sumatera Selatan,2653,124
2020-07-12,Sumatera Barat,800,32
2020-07-12,Sulawesi Utara,1660,103
2020-07-12,Sumatera Utara,2323,123
2020-07-12,Sulawesi Tenggara,511,9
2020-07-12,Sulawesi Selatan,6973,223
2020-07-12,Sulawesi Tengah,193,6
2020-07-12,Lampung,208,12
2020-07-12,Riau,240,11
2020-07-12,Maluku Utara,1130,38
2020-07-12,Maluku,874,17
2020-07-12,Papua Barat,286,4
2020-07-12,Papua,2267,22
2020-07-12,Sulawesi Barat,142,3
2020-07-12,Nusa Tenggara Timur,121,1
2020-07-12,Gorontalo,359,17
2020-07-12,Lain,34,0
2020-07-13,Aceh,106,4
2020-07-13,Bali,2257,27
2020-07-13,Banten,1600,81
2020-07-13,Kepulauan Bangka Belitung,172,2
2020-07-13,Bengkulu,163,16
2020-07-13,Daerah Istimewa Yogyakarta,379,10
2020-07-13,DKI Jakarta,14797,697
2020-07-13,Jambi,122,1
2020-07-13,Jawa Barat,5160,186
2020-07-13,Jawa Tengah,5573,240
2020-07-13,Jawa Timur,16877,1226
2020-07-13,Kalimantan Barat,355,4
2020-07-13,Kalimantan Timur,695,17
2020-07-13,Kalimantan Tengah,1222,70
2020-07-13,Kalimantan Selatan,4218,221
2020-07-13,Kalimantan Utara,215,2
2020-07-13,Kepulauan Riau,332,16
2020-07-13,Nusa Tenggara Barat,1573,81
2020-07-13,Sumatera Selatan,2703,125
2020-07-13,Sumatera Barat,800,32
2020-07-13,Sulawesi Utara,1680,106
2020-07-13,Sumatera Utara,2367,125
2020-07-13,Sulawesi Tenggara,518,9
2020-07-13,Sulawesi Selatan,7097,226
2020-07-13,Sulawesi Tengah,193,6
2020-07-13,Lampung,209,12
2020-07-13,Riau,243,11
2020-07-13,Maluku Utara,1143,39
2020-07-13,Maluku,900,17
2020-07-13,Papua Barat,286,4
2020-07-13,Papua,2365,22
2020-07-13,Sulawesi Barat,143,3
2020-07-13,Nusa Tenggara Timur,121,1
2020-07-13,Gorontalo,363,17
2020-07-13,Lain,34,0
